Albany
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,6:29,19:26,06:29,19:25,00:00,00:01,+0.038,+0.000
6/4/2021,10:14:08,10:14:08,6:28,19:27,06:28,19:27,00:00,00:00
7/4/2021,10:14:08,10:14:08,6:26,19:28,06:26,19:28,00:00,00:00
8/4/2021,10:14:08,10:14:08,6:24,19:29,06:24,19:29,00:00,00:00
9/4/2021,10:14:08,10:14:08,6:23,19:30,06:23,19:30,00:00,00:00
10/4/2021,10:14:08,10:14:08,6:21,19:31,06:21,19:31,00:00,00:00
11/4/2021,10:14:08,10:14:08,6:19,19:32,06:19,19:32,00:00,00:00
12/4/2021,10:14:08,10:14:08,6:18,19:33,06:18,19:33,00:00,00:00
13/04/2021,10:14:08,10:14:08,6:16,19:35,06:16,19:35,00:00,00:00
14/04/2021,10:14:08,10:14:08,6:14,19:36,06:14,19:36,00:00,00:00
15/04/2021,10:14:08,10:14:08,6:13,19:37,06:13,19:37,00:00,00:00
16/04/2021,10:14:08,10:14:08,6:11,19:38,06:11,19:38,00:00,00:00
17/04/2021,10:14:08,10:14:08,6:10,19:39,06:10,19:39,00:00,00:00
18/04/2021,10:14:08,10:14:08,6:08,19:40,06:08,19:40,00:00,00:00
19/04/2021,10:14:08,10:14:08,6:06,19:41,06:06,19:41,00:00,00:00
20/04/2021,10:14:08,10:14:08,6:05,19:43,06:05,19:43,00:00,00:00
21/04/2021,10:14:08,10:14:08,6:03,19:44,06:03,19:44,00:00,00:00
22/04/2021,10:14:08,10:14:08,6:02,19:45,06:02,19:45,00:00,00:00
23/04/2021,10:14:08,10:14:08,6:00,19:46,06:00,19:46,00:00,00:00
24/04/2021,10:14:08,10:14:08,5:59,19:47,05:59,19:47,00:00,00:00
25/04/2021,10:14:08,10:14:08,5:57,19:48,05:57,19:48,00:00,00:00
26/04/2021,10:14:08,10:14:08,5:56,19:49,05:56,19:49,00:00,00:00
27/04/2021,10:14:08,10:14:08,5:54,19:50,05:54,19:51,00:00,00:01
28/04/2021,10:14:08,10:14:08,5:53,19:52,05:53,19:52,00:00,00:00
29/04/2021,10:14:08,10:14:08,5:51,19:53,05:52,19:53,00:01,00:00
30/04/2021,10:14:08,10:14:08,5:50,19:54,05:50,19:54,00:00,00:00
Sydney
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,7:10,18:45,7:10,18:45,00:00,00:00,-0.038,+0.115
6/4/2021,10:14:08,10:14:08,7:11,18:43,7:10,18:43,00:01,00:00
7/4/2021,10:14:08,10:14:08,7:11,18:42,7:11,18:42,00:00,00:00
8/4/2021,10:14:08,10:14:08,7:12,18:41,7:12,18:41,00:00,00:00
9/4/2021,10:14:08,10:14:08,7:13,18:39,7:13,18:39,00:00,00:00
10/4/2021,10:14:08,10:14:08,7:13,18:38,7:13,18:38,00:00,00:00
11/4/2021,10:14:08,10:14:08,7:14,18:37,7:14,18:37,00:00,00:00
12/4/2021,10:14:08,10:14:08,7:15,18:36,7:15,18:36,00:00,00:00
13/04/2021,10:14:08,10:14:08,7:16,18:34,7:16,18:34,00:00,00:00
14/04/2021,10:14:08,10:14:08,7:16,18:33,7:16,18:33,00:00,00:00
15/04/2021,10:14:08,10:14:08,7:17,18:32,7:17,18:32,00:00,00:00
16/04/2021,10:14:08,10:14:08,7:18,18:31,7:18,18:31,00:00,00:00
17/04/2021,10:14:08,10:14:08,7:19,18:29,7:19,18:30,00:00,00:01
18/04/2021,10:14:08,10:14:08,7:19,18:28,7:19,18:28,00:00,00:00
19/04/2021,10:14:08,10:14:08,7:20,18:27,7:20,18:27,00:00,00:00
20/04/2021,10:14:08,10:14:08,7:21,18:26,7:21,18:26,00:00,00:00
21/04/2021,10:14:08,10:14:08,7:22,18:25,7:22,18:25,00:00,00:00
22/04/2021,10:14:08,10:14:08,7:22,18:23,7:22,18:24,00:00,00:01
23/04/2021,10:14:08,10:14:08,7:23,18:22,7:23,18:23,00:00,00:01
24/04/2021,10:14:08,10:14:08,7:24,18:21,7:24,18:21,00:00,00:00
25/04/2021,10:14:08,10:14:08,7:25,18:20,7:25,18:20,00:00,00:00
26/04/2021,10:14:08,10:14:08,7:25,18:19,7:25,18:19,00:00,00:00
27/04/2021,10:14:08,10:14:08,7:26,18:18,7:26,18:18,00:00,00:00
28/04/2021,10:14:08,10:14:08,7:27,18:17,7:27,18:17,00:00,00:00
29/04/2021,10:14:08,10:14:08,7:28,18:16,7:28,18:16,00:00,00:00
30/04/2021,10:14:08,10:14:08,7:28,18:15,7:28,18:15,00:00,00:00
Tokyo
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,5:23,18:03,05:22,18:05,00:01,00:02,-0.846,+2.538
6/4/2021,10:14:08,10:14:08,5:22,18:04,05:21,18:06,00:01,00:02
7/4/2021,10:14:08,10:14:08,5:20,18:05,05:19,18:07,00:01,00:02
8/4/2021,10:14:08,10:14:08,5:19,18:05,05:18,18:08,00:01,00:03
9/4/2021,10:14:08,10:14:08,5:17,18:06,05:17,18:09,00:00,00:03
10/4/2021,10:14:08,10:14:08,5:16,18:07,05:15,18:10,00:01,00:03
11/4/2021,10:14:08,10:14:08,5:15,18:08,05:14,18:10,00:01,00:02
12/4/2021,10:14:08,10:14:08,5:13,18:09,05:12,18:11,00:01,00:02
13/04/2021,10:14:08,10:14:08,5:12,18:10,05:11,18:12,00:01,00:02
14/04/2021,10:14:08,10:14:08,5:11,18:10,05:10,18:13,00:01,00:03
15/04/2021,10:14:08,10:14:08,5:09,18:11,05:08,18:14,00:01,00:03
16/04/2021,10:14:08,10:14:08,5:08,18:12,05:07,18:15,00:01,00:03
17/04/2021,10:14:08,10:14:08,5:07,18:13,05:06,18:15,00:01,00:02
18/04/2021,10:14:08,10:14:08,5:05,18:14,05:05,18:16,00:00,00:02
19/04/2021,10:14:08,10:14:08,5:04,18:14,05:03,18:17,00:01,00:03
20/04/2021,10:14:08,10:14:08,5:03,18:15,05:02,18:18,00:01,00:03
21/04/2021,10:14:08,10:14:08,5:02,18:16,05:01,18:19,00:01,00:03
22/04/2021,10:14:08,10:14:08,5:00,18:17,05:00,18:20,00:00,00:03
23/04/2021,10:14:08,10:14:08,4:59,18:18,04:58,18:20,00:01,00:02
24/04/2021,10:14:08,10:14:08,4:58,18:19,04:57,18:21,00:01,00:02
25/04/2021,10:14:08,10:14:08,4:57,18:19,04:56,18:22,00:01,00:03
26/04/2021,10:14:08,10:14:08,4:56,18:20,04:55,18:23,00:01,00:03
27/04/2021,10:14:08,10:14:08,4:54,18:21,04:54,18:24,00:00,00:03
28/04/2021,10:14:08,10:14:08,4:53,18:22,04:52,18:25,00:01,00:03
29/04/2021,10:14:08,10:14:08,4:52,18:23,04:51,18:25,00:01,00:02
30/04/2021,10:14:08,10:14:08,4:51,18:24,04:50,18:26,00:01,00:02
Moscow
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,5:51,19:12,05:50,19:15,00:01,00:03,-1.154,+3.192
6/4/2021,10:14:08,10:14:08,5:48,19:14,05:47,19:17,00:01,00:03
7/4/2021,10:14:08,10:14:08,5:46,19:16,05:44,19:19,00:02,00:03
8/4/2021,10:14:08,10:14:08,5:43,19:18,05:42,19:21,00:01,00:03
9/4/2021,10:14:08,10:14:08,5:41,19:20,05:39,19:23,00:02,00:03
10/4/2021,10:14:08,10:14:08,5:38,19:22,05:37,19:25,00:01,00:03
11/4/2021,10:14:08,10:14:08,5:35,19:24,05:34,19:27,00:01,00:03
12/4/2021,10:14:08,10:14:08,5:33,19:26,05:32,19:29,00:01,00:03
13/04/2021,10:14:08,10:14:08,5:30,19:28,05:29,19:31,00:01,00:03
14/04/2021,10:14:08,10:14:08,5:28,19:30,05:27,19:33,00:01,00:03
15/04/2021,10:14:08,10:14:08,5:25,19:32,05:24,19:35,00:01,00:03
16/04/2021,10:14:08,10:14:08,5:23,19:34,05:22,19:37,00:01,00:03
17/04/2021,10:14:08,10:14:08,5:20,19:36,05:19,19:39,00:01,00:03
18/04/2021,10:14:08,10:14:08,5:18,19:38,05:17,19:41,00:01,00:03
19/04/2021,10:14:08,10:14:08,5:15,19:40,05:14,19:43,00:01,00:03
20/04/2021,10:14:08,10:14:08,5:13,19:42,05:12,19:45,00:01,00:03
21/04/2021,10:14:08,10:14:08,5:11,19:44,05:09,19:47,00:02,00:03
22/04/2021,10:14:08,10:14:08,5:08,19:46,05:07,19:49,00:01,00:03
23/04/2021,10:14:08,10:14:08,5:06,19:48,05:05,19:51,00:01,00:03
24/04/2021,10:14:08,10:14:08,5:03,19:50,05:02,19:53,00:01,00:03
25/04/2021,10:14:08,10:14:08,5:01,19:52,05:00,19:55,00:01,00:03
26/04/2021,10:14:08,10:14:08,4:59,19:54,04:57,19:58,00:02,00:04
27/04/2021,10:14:08,10:14:08,4:56,19:56,04:55,20:00,00:01,00:04
28/04/2021,10:14:08,10:14:08,4:54,19:58,04:53,20:02,00:01,00:04
29/04/2021,10:14:08,10:14:08,4:52,20:00,04:51,20:04,00:01,00:04
30/04/2021,10:14:08,10:14:08,4:49,20:02,04:48,20:06,00:01,00:04
Sao Paulo
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,0:03,11:48,06:01,18:01,05:58,06:13,+372.769,+372.885
6/4/2021,10:14:08,10:14:08,0:03,11:47,06:16,18:00,06:13,06:13
7/4/2021,10:14:08,10:14:08,0:03,11:46,06:17,17:59,06:14,06:13
8/4/2021,10:14:08,10:14:08,0:04,11:45,06:17,17:58,06:13,06:13
9/4/2021,10:14:08,10:14:08,0:04,11:44,06:17,17:57,06:13,06:13
10/4/2021,10:14:08,10:14:08,0:05,11:44,06:18,17:56,06:13,06:12
11/4/2021,10:14:08,10:14:08,0:05,11:43,06:18,17:55,06:13,06:12
12/4/2021,10:14:08,10:14:08,0:05,11:42,06:19,17:55,06:14,06:13
13/04/2021,10:14:08,10:14:08,0:06,11:41,06:19,17:54,06:13,06:13
14/04/2021,10:14:08,10:14:08,0:06,11:40,06:19,17:53,06:13,06:13
15/04/2021,10:14:08,10:14:08,0:06,11:39,06:20,17:52,06:14,06:13
16/04/2021,10:14:08,10:14:08,0:07,11:38,06:20,17:51,06:13,06:13
17/04/2021,10:14:08,10:14:08,0:07,11:37,06:21,17:50,06:14,06:13
18/04/2021,10:14:08,10:14:08,0:08,11:36,06:21,17:49,06:13,06:13
19/04/2021,10:14:08,10:14:08,0:08,11:36,06:21,17:48,06:13,06:12
20/04/2021,10:14:08,10:14:08,0:08,11:35,06:22,17:48,06:14,06:13
21/04/2021,10:14:08,10:14:08,0:09,11:34,06:22,17:47,06:13,06:13
22/04/2021,10:14:08,10:14:08,0:09,11:33,06:23,17:46,06:14,06:13
23/04/2021,10:14:08,10:14:08,0:10,11:32,06:23,17:45,06:13,06:13
24/04/2021,10:14:08,10:14:08,0:10,11:31,06:24,17:44,06:14,06:13
25/04/2021,10:14:08,10:14:08,0:11,11:31,06:24,17:44,06:13,06:13
26/04/2021,10:14:08,10:14:08,0:11,11:30,06:24,17:43,06:13,06:13
27/04/2021,10:14:08,10:14:08,0:11,11:29,06:25,17:42,06:14,06:13
28/04/2021,10:14:08,10:14:08,0:12,11:28,06:25,17:41,06:13,06:13
29/04/2021,10:14:08,10:14:08,0:12,11:28,06:26,17:41,06:14,06:13
30/04/2021,10:14:08,10:14:08,0:13,11:27,06:26,17:40,06:13,06:13
Bangkok
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,6:12,18:28,06:11,18:30,00:01,00:02,-0.808,+1.538
6/4/2021,10:14:08,10:14:08,6:11,18:28,06:10,18:30,00:01,00:02
7/4/2021,10:14:08,10:14:08,6:10,18:28,06:10,18:30,00:00,00:02
8/4/2021,10:14:08,10:14:08,6:10,18:29,06:09,18:30,00:01,00:01
9/4/2021,10:14:08,10:14:08,6:09,18:29,06:08,18:30,00:01,00:01
10/4/2021,10:14:08,10:14:08,6:08,18:29,06:08,18:30,00:00,00:01
11/4/2021,10:14:08,10:14:08,6:08,18:29,06:07,18:30,00:01,00:01
12/4/2021,10:14:08,10:14:08,6:07,18:29,06:06,18:30,00:01,00:01
13/04/2021,10:14:08,10:14:08,6:07,18:29,06:06,18:31,00:01,00:02
14/04/2021,10:14:08,10:14:08,6:06,18:29,06:05,18:31,00:01,00:02
15/04/2021,10:14:08,10:14:08,6:05,18:29,06:05,18:31,00:00,00:02
16/04/2021,10:14:08,10:14:08,6:05,18:29,06:04,18:31,00:01,00:02
17/04/2021,10:14:08,10:14:08,6:04,18:29,06:03,18:31,00:01,00:02
18/04/2021,10:14:08,10:14:08,6:04,18:30,06:03,18:31,00:01,00:01
19/04/2021,10:14:08,10:14:08,6:03,18:30,06:02,18:31,00:01,00:01
20/04/2021,10:14:08,10:14:08,6:02,18:30,06:02,18:31,00:00,00:01
21/04/2021,10:14:08,10:14:08,6:02,18:30,06:01,18:32,00:01,00:02
22/04/2021,10:14:08,10:14:08,6:01,18:30,06:01,18:32,00:00,00:02
23/04/2021,10:14:08,10:14:08,6:01,18:30,06:00,18:32,00:01,00:02
24/04/2021,10:14:08,10:14:08,6:00,18:31,05:59,18:32,00:01,00:01
25/04/2021,10:14:08,10:14:08,6:00,18:31,05:59,18:32,00:01,00:01
26/04/2021,10:14:08,10:14:08,5:59,18:31,05:58,18:32,00:01,00:01
27/04/2021,10:14:08,10:14:08,5:59,18:31,05:58,18:33,00:01,00:02
28/04/2021,10:14:08,10:14:08,5:58,18:31,05:57,18:33,00:01,00:02
29/04/2021,10:14:08,10:14:08,5:58,18:31,05:57,18:33,00:01,00:02
30/04/2021,10:14:08,10:14:08,5:57,18:32,05:56,18:33,00:01,00:01
New Dehli
Date,LTime,UTCTime, Sunrise,Sunset,Pub_Sunrise,Pub_Sunset
5/4/2021,10:14:08,10:14:08,6:07,18:39,06:06,18:41,00:01,00:02,-0.923,+1.885
